Epoch,MAE
1,0.4488721787929535
2,0.41113531589508057
3,0.4221009612083435
4,0.38155147433280945
5,0.3893371522426605
6,0.38628512620925903
7,0.3951241970062256
8,0.38352853059768677
9,0.38958269357681274
10,0.40413686633110046
11,0.38490191102027893
12,0.39526528120040894
13,0.38534021377563477
14,0.3781507909297943
15,0.38456597924232483
16,0.3805468678474426
17,0.39044010639190674
18,0.3872963488101959
19,0.3873153626918793
20,0.39672309160232544
21,0.3881451487541199
22,0.3895680904388428
23,0.38296955823898315
24,0.38665398955345154
25,0.3835044801235199
26,0.39050713181495667
27,0.38243812322616577
28,0.3804716467857361
29,0.3901776373386383
30,0.3904549181461334
31,0.37673652172088623
32,0.2839721739292145
33,0.19443178176879883
34,0.13966993987560272
35,0.12172972410917282
36,0.11758153140544891
37,0.11208533495664597
38,0.10463541746139526
39,0.09756247699260712
40,0.09858696907758713
41,0.09809958189725876
42,0.08076369017362595
43,0.07653933018445969
44,0.07355326414108276
45,0.08928122371435165
46,0.08534272760152817
47,0.07760407030582428
48,0.08094370365142822
49,0.07587838172912598
50,0.0720670074224472
51,0.06600209325551987
52,0.06439246237277985
53,0.06809461861848831
54,0.06659628450870514
55,0.07302793115377426
56,0.06863070279359818
57,0.06255609542131424
58,0.06220155209302902
59,0.06739675998687744
60,0.07132311910390854
61,0.07269231975078583
62,0.0663403794169426
63,0.06795193254947662
64,0.07031597942113876
65,0.05452300235629082
66,0.06625411659479141
67,0.05511150509119034
68,0.06279575079679489
69,0.06839810311794281
70,0.06645043194293976
71,0.061429932713508606
72,0.06078524515032768
73,0.054954785853624344
74,0.05415463447570801
75,0.055195488035678864
76,0.062249887734651566
77,0.05760600045323372
78,0.053633347153663635
79,0.06042260676622391
80,0.06226663663983345
81,0.05276409536600113
82,0.05035443603992462
83,0.05658840015530586
84,0.05984748899936676
