Epoch,MAE
1,0.6445220708847046
2,0.6561800837516785
3,0.6550898551940918
4,0.6480844616889954
5,0.6519769430160522
6,0.6498820781707764
7,0.6473768949508667
8,0.6408221125602722
9,0.6370087265968323
10,0.6268745064735413
11,0.6098835468292236
12,0.5940762162208557
13,0.5582575798034668
14,0.5185139775276184
15,0.47185853123664856
16,0.42609545588493347
17,0.3986392915248871
18,0.37442830204963684
19,0.33716604113578796
20,0.29781243205070496
21,0.2609007954597473
22,0.2344481199979782
23,0.21568261086940765
24,0.20233497023582458
25,0.19478283822536469
26,0.1887434422969818
27,0.1857842057943344
28,0.18229041993618011
29,0.17905063927173615
30,0.1767973154783249
31,0.17459651827812195
32,0.17453671991825104
33,0.1729258894920349
34,0.1710662692785263
35,0.17085084319114685
36,0.1692838817834854
37,0.16883355379104614
38,0.1682645082473755
39,0.1666390746831894
40,0.1660100668668747
41,0.1660110503435135
42,0.1647203117609024
43,0.1641935408115387
44,0.16307295858860016
45,0.16310802102088928
46,0.16118942201137543
47,0.16238169372081757
48,0.1614466905593872
49,0.16140116751194
50,0.1605721414089203
51,0.15970788896083832
52,0.15963314473628998
53,0.15988872945308685
54,0.159442737698555
55,0.1597222536802292
56,0.15778324007987976
57,0.1581883430480957
58,0.15947774052619934
59,0.15760833024978638
60,0.158302903175354
61,0.1578405797481537
62,0.15732766687870026
63,0.1583733707666397
64,0.15704359114170074
65,0.15683887898921967
66,0.15717902779579163
67,0.156902015209198
68,0.15718290209770203
69,0.1561446636915207
70,0.1569342017173767
71,0.15590661764144897
72,0.1564694046974182
73,0.15661372244358063
74,0.1566171795129776
75,0.15609456598758698
76,0.156213641166687
77,0.1567893773317337
78,0.15612512826919556
79,0.15740440785884857
80,0.15623581409454346
81,0.15547530353069305
82,0.15646778047084808
83,0.15638209879398346
84,0.15617841482162476
85,0.15657487511634827
86,0.1565880924463272
87,0.15572117269039154
88,0.15736651420593262
89,0.1563747227191925
90,0.15720254182815552
91,0.15589363873004913
92,0.15570159256458282
93,0.1575651466846466
94,0.15641531348228455
95,0.15710975229740143
96,0.15684814751148224
97,0.1573740541934967
98,0.15723221004009247
99,0.1570362001657486
