Epoch,MAE
1,0.4802127480506897
2,0.35648104548454285
3,0.29999133944511414
4,0.26821717619895935
5,0.24610987305641174
6,0.22918085753917694
7,0.21697597205638885
8,0.20827069878578186
9,0.2024429887533188
10,0.1983865648508072
11,0.1954055279493332
12,0.1937863677740097
13,0.19255430996418
14,0.19133003056049347
15,0.1904449313879013
16,0.18954935669898987
17,0.18866713345050812
18,0.18769806623458862
19,0.18696503341197968
20,0.18605715036392212
21,0.18521715700626373
22,0.1842382550239563
23,0.18325720727443695
24,0.18250919878482819
25,0.18136318027973175
26,0.18055815994739532
27,0.17950743436813354
28,0.17859983444213867
29,0.17780029773712158
30,0.176974356174469
31,0.17588883638381958
32,0.17552350461483002
33,0.1747112274169922
34,0.17395494878292084
35,0.17313610017299652
36,0.17252959311008453
37,0.17167401313781738
38,0.1710372120141983
39,0.1704413890838623
40,0.1696610450744629
41,0.16879715025424957
42,0.16815632581710815
43,0.1673896312713623
44,0.1666049063205719
45,0.16601385176181793
46,0.1653318852186203
47,0.16451102495193481
48,0.163742333650589
49,0.16315490007400513
50,0.1623031198978424
51,0.16160358488559723
52,0.16110685467720032
53,0.16024096310138702
54,0.15974470973014832
55,0.15888537466526031
56,0.1581459641456604
57,0.15720774233341217
58,0.15668275952339172
59,0.15595698356628418
60,0.1548638939857483
61,0.15405157208442688
62,0.15308183431625366
63,0.1523495763540268
64,0.151475727558136
65,0.15080220997333527
66,0.14993742108345032
67,0.1491066813468933
68,0.14852459728717804
69,0.1474233865737915
70,0.14664483070373535
71,0.14562693238258362
72,0.14507326483726501
73,0.14448654651641846
74,0.14333686232566833
75,0.14244286715984344
76,0.141560360789299
77,0.14073732495307922
78,0.13977457582950592
79,0.13889312744140625
80,0.13820110261440277
81,0.13684651255607605
82,0.13601835072040558
83,0.13479402661323547
84,0.13382740318775177
85,0.132735013961792
86,0.13192927837371826
87,0.1306399255990982
88,0.12956012785434723
89,0.12860608100891113
90,0.1272437870502472
91,0.12584751844406128
92,0.1245352104306221
93,0.12281180918216705
94,0.12169235199689865
95,0.1194184422492981
96,0.11770863831043243
97,0.11603696644306183
98,0.11441101878881454
99,0.11280640214681625
100,0.11086269468069077
101,0.10866051912307739
102,0.10736018419265747
103,0.10534677654504776
104,0.10383018851280212
105,0.10183531790971756
106,0.10023345053195953
107,0.09870405495166779
108,0.09723713248968124
109,0.09529987722635269
110,0.09412927180528641
111,0.09260902553796768
112,0.09130962193012238
113,0.09012412279844284
114,0.08920972794294357
115,0.08818071335554123
116,0.08685008436441422
117,0.08666852861642838
118,0.08603744953870773
119,0.08599351346492767
120,0.08537282049655914
