Epoch,MAE
1,0.34115517139434814
2,0.23985439538955688
3,0.254149854183197
4,0.32472753524780273
5,0.2239978313446045
6,0.1954851597547531
7,0.23115183413028717
8,0.22934584319591522
9,0.182334765791893
10,0.29859599471092224
11,0.22343632578849792
12,0.34928351640701294
13,0.30143699049949646
14,0.2825464606285095
15,0.23597083985805511
16,0.25549620389938354
17,0.28866904973983765
18,0.20118536055088043
19,0.17956161499023438
20,0.18864969909191132
21,0.17489337921142578
22,0.22880831360816956
23,0.262882798910141
24,0.2737791836261749
25,0.2908417284488678
26,0.2585691511631012
27,0.35327979922294617
28,0.2987615764141083
29,0.21874874830245972
30,0.2689622640609741
31,0.266714483499527
32,0.29939237236976624
33,0.23016300797462463
34,0.22152873873710632
35,0.25790852308273315
36,0.20288880169391632
37,0.2005729079246521
38,0.21826544404029846
39,0.22181615233421326
40,0.1880214661359787
41,0.1848607212305069
42,0.25896063446998596
43,0.2136935442686081
44,0.17900772392749786
45,0.24287357926368713
46,0.2613746225833893
47,0.1823451817035675
48,0.17769059538841248
49,0.23423956334590912
50,0.19684207439422607
51,0.18638572096824646
52,0.17664693295955658
53,0.15833088755607605
54,0.16191478073596954
55,0.16823221743106842
56,0.1803330034017563
57,0.22012370824813843
58,0.21965529024600983
59,0.24498246610164642
60,0.1996072679758072
61,0.1702818125486374
62,0.18022018671035767
63,0.22318971157073975
64,0.20853854715824127
65,0.21897101402282715
66,0.2181386798620224
67,0.2485436499118805
68,0.24369369447231293
69,0.23379077017307281
70,0.3090989589691162
71,0.2517453730106354
72,0.2767174541950226
73,0.3378954827785492
74,0.246778666973114
75,0.24986472725868225
76,0.22503051161766052
77,0.28011012077331543
78,0.27895277738571167
79,0.18181058764457703
80,0.18428625166416168
81,0.19533003866672516
82,0.1611623615026474
83,0.14990268647670746
84,0.20779183506965637
85,0.22958384454250336
86,0.2044934183359146
87,0.1903059333562851
88,0.1730348765850067
89,0.16955405473709106
90,0.23437482118606567
91,0.17356857657432556
92,0.15581361949443817
93,0.20796799659729004
94,0.19560623168945312
95,0.1789962351322174
96,0.1992896944284439
97,0.19476789236068726
98,0.175221249461174
99,0.19044390320777893
100,0.1742628812789917
101,0.16623082756996155
102,0.15315859019756317
103,0.17430409789085388
104,0.17737260460853577
105,0.17673052847385406
106,0.19319501519203186
107,0.1937427669763565
108,0.160477414727211
109,0.17343534529209137
