Epoch,MAE
1,0.518629252910614
2,0.4487174153327942
3,0.39019349217414856
4,0.34505516290664673
5,0.31154221296310425
6,0.2858307957649231
7,0.26670095324516296
8,0.2504061460494995
9,0.23765049874782562
10,0.2261592000722885
11,0.2170468121767044
12,0.20943166315555573
13,0.20338158309459686
14,0.19824302196502686
15,0.19449548423290253
16,0.19172780215740204
17,0.1894773244857788
18,0.18771229684352875
19,0.1862579733133316
20,0.18527325987815857
21,0.18429264426231384
22,0.18367373943328857
23,0.18291299045085907
24,0.1823364645242691
25,0.18204694986343384
26,0.18158844113349915
27,0.1810714155435562
28,0.1806698590517044
29,0.18027803301811218
30,0.17984773218631744
31,0.17939481139183044
32,0.1791038066148758
33,0.1785910278558731
34,0.17822323739528656
35,0.17778140306472778
36,0.1775142252445221
37,0.17707408964633942
38,0.1767280250787735
39,0.17628633975982666
40,0.17610390484333038
41,0.1756959706544876
42,0.17534475028514862
43,0.1749211996793747
44,0.1744409054517746
45,0.17419253289699554
46,0.17371246218681335
47,0.17334824800491333
48,0.17287276685237885
49,0.17248013615608215
50,0.17197266221046448
51,0.17162221670150757
52,0.171111598610878
53,0.17071256041526794
54,0.1702798753976822
55,0.1700165867805481
56,0.1694846749305725
57,0.16902804374694824
58,0.1686837524175644
59,0.16825254261493683
60,0.16786633431911469
61,0.16742946207523346
62,0.1670546680688858
63,0.16671812534332275
64,0.1663169115781784
65,0.1659131944179535
66,0.165653795003891
67,0.16534024477005005
68,0.16493654251098633
69,0.16452141106128693
70,0.16418927907943726
71,0.16390468180179596
72,0.16357432305812836
73,0.16322049498558044
74,0.16281966865062714
75,0.16245298087596893
76,0.1621067374944687
77,0.16165266931056976
78,0.1613997370004654
79,0.16114291548728943
80,0.16080676019191742
81,0.16028718650341034
82,0.1600201278924942
83,0.15971039235591888
84,0.15936432778835297
85,0.15897731482982635
86,0.15869592130184174
87,0.1583729088306427
88,0.15813709795475006
89,0.15759307146072388
90,0.1573372185230255
91,0.15703704953193665
92,0.15675975382328033
93,0.15642695128917694
94,0.15607787668704987
95,0.1557738333940506
96,0.15548309683799744
97,0.15512917935848236
98,0.15479245781898499
99,0.1545764058828354
100,0.1541614681482315
101,0.15407487750053406
102,0.15362374484539032
103,0.15327584743499756
104,0.15291687846183777
105,0.15269835293293
